"icd10","visit_type2","monthly_expenditure"
"A94","Outpatient",327.48987
"A950","Inpatient",NA
"A950","Outpatient",40.009998
"A959","Inpatient",NA
"A959","Outpatient",61.531303
"A961","Inpatient",NA
"A961","Outpatient",115.12094
"A962","Inpatient",NA
"A962","Outpatient",100.31133
"A969","Inpatient",NA
"A969","Outpatient",40.904999
"A980","Inpatient",NA
"A980","Outpatient",121.6982
"A981","Inpatient",NA
"A981","Outpatient",201.3645
"A985","Inpatient",NA
"A985","Outpatient",168.31709
"A988","Inpatient",NA
"A988","Outpatient",221.675
"A99","Inpatient",5809.6094
"A99","Outpatient",96.927315
"B000","Inpatient",10601.248
"B000","Outpatient",153.16095
"B001","Inpatient",4567.1411
"B001","Outpatient",138.19086
"B002","Inpatient",9336.8477
"B002","Outpatient",168.41562
"B003","Inpatient",10591.583
"B003","Outpatient",446.21445
"B004","Inpatient",21673.223
"B004","Outpatient",485.07724
"B0050","Inpatient",5073.1289
"B0050","Outpatient",148.71317
"B0051","Inpatient",6794.1211
"B0051","Outpatient",158.5896
"B0052","Inpatient",7215.3647
"B0052","Outpatient",174.66507
"B0053","Inpatient",6854.3628
"B0053","Outpatient",152.41685
"B0059","Inpatient",7535.3491
"B0059","Outpatient",145.02945
"B007","Inpatient",17933.838
"B007","Outpatient",308.93573
"B0081","Inpatient",8342.7559
"B0081","Outpatient",129.64204
"B0082","Inpatient",10862.551
"B0082","Outpatient",133.685
"B0089","Inpatient",8398.8193
"B0089","Outpatient",154.86133
"B009","Inpatient",3315.9146
"B009","Outpatient",136.85643
"B010","Inpatient",11549.425
"B010","Outpatient",268.29266
"B0111","Inpatient",18782.881
"B0111","Outpatient",680.75232
"B0112","Inpatient",18813.73
"B0112","Outpatient",273.19839
"B012","Inpatient",12741.856
"B012","Outpatient",354.54791
"B0181","Inpatient",NA
"B0181","Outpatient",136.61826
"B0189","Inpatient",7016.6533
"B0189","Outpatient",207.45784
"B019","Inpatient",6204.7222
"B019","Outpatient",208.2896
"B020","Inpatient",13310.768
"B020","Outpatient",255.44734
"B021","Inpatient",12250.983
"B021","Outpatient",347.85721
"B0221","Inpatient",8702.6133
"B0221","Outpatient",283.33786
"B0222","Inpatient",7755.0981
"B0222","Outpatient",239.95143
"B0223","Inpatient",8057.1665
"B0223","Outpatient",189.21431
"B0224","Inpatient",13304.088
"B0224","Outpatient",193.02704
"B0229","Inpatient",8269.2178
"B0229","Outpatient",254.55251
"B0230","Inpatient",7306.4351
"B0230","Outpatient",239.01396
"B0231","Inpatient",5996.5732
"B0231","Outpatient",172.04385
"B0232","Inpatient",5464.8228
"B0232","Outpatient",156.21098
"B0233","Inpatient",6619.7563
"B0233","Outpatient",161.83447
"B0234","Inpatient",4702.4614
"B0234","Outpatient",230.42505
"B0239","Inpatient",5359.9214
"B0239","Outpatient",159.99088
"B027","Inpatient",10066.335
"B027","Outpatient",229.32387
"B028","Inpatient",6994.6514
"B028","Outpatient",200.39502
"B029","Inpatient",7560.8511
"B029","Outpatient",191.35121
"B03","Inpatient",NA
"B03","Outpatient",53.263802
"B050","Inpatient",NA
"B050","Outpatient",199.46227
"B052","Inpatient",NA
"B052","Outpatient",96.412575
"B0589","Inpatient",NA
"B0589","Outpatient",88.380203
"B059","Inpatient",8227.417
"B059","Outpatient",95.363274
"B0600","Inpatient",NA
"B0600","Outpatient",237.84474
"B0601","Inpatient",NA
"B0601","Outpatient",78.00721
"B0602","Inpatient",NA
"B0602","Outpatient",95.668602
"B0609","Inpatient",NA
"B0609","Outpatient",251.21941
"B0681","Inpatient",NA
"B0681","Outpatient",337.76752
"B0682","Inpatient",NA
"B0682","Outpatient",154.65771
"B0689","Inpatient",NA
"B0689","Outpatient",260.71841
"B069","Inpatient",NA
"B069","Outpatient",146.97752
"B070","Inpatient",1645.715
"B070","Outpatient",159.88821
"B078","Inpatient",2899.9094
"B078","Outpatient",153.06398
"B079","Inpatient",1158.0695
"B079","Outpatient",147.07265
"B08011","Inpatient",NA
"B08011","Outpatient",63.725712
"B0802","Inpatient",NA
"B0802","Outpatient",184.79219
"B0803","Inpatient",NA
"B0803","Outpatient",197.826
"B081","Inpatient",NA
"B081","Outpatient",172.61813
"B083","Inpatient",NA
"B083","Outpatient",180.27394
"B084","Inpatient",6396.3154
"B084","Outpatient",212.99809
"B085","Inpatient",4168.8774
"B085","Outpatient",172.11797
"B088","Inpatient",7775.3491
"B088","Outpatient",179.23039
"B09","Inpatient",6688.9731
"B09","Outpatient",167.54744
"B1001","Inpatient",24715.748
"B1001","Outpatient",330.32465
"B1009","Inpatient",20726.084
"B1009","Outpatient",770.87323
"B1081","Inpatient",6116.0962
"B1081","Outpatient",454.42563
"B1089","Inpatient",4545.9272
"B1089","Outpatient",180.45854
"B150","Inpatient",8316.5957
"B150","Outpatient",153.8118
"B159","Inpatient",8276.2773
"B159","Outpatient",212.23157
"B160","Inpatient",NA
"B160","Outpatient",164.80443
"B161","Inpatient",4293.6978
"B161","Outpatient",188.94319
"B162","Inpatient",9701.4707
"B162","Outpatient",135.81934
"B169","Inpatient",9952.7861
"B169","Outpatient",170.98134
"B170","Inpatient",1813.1327
"B170","Outpatient",197.61679
"B1710","Inpatient",6080.1836
"B1710","Outpatient",160.92273
"B1711","Inpatient",10196.578
"B1711","Outpatient",153.55948
"B172","Inpatient",8203.2871
"B172","Outpatient",122.7877
"B178","Inpatient",6643.543
"B178","Outpatient",103.04369
"B179","Inpatient",5726.9692
"B179","Outpatient",381.83054
"B180","Inpatient",8276.1182
"B180","Outpatient",135.55099
"B181","Inpatient",6567.1162
"B181","Outpatient",193.35048
"B182","Inpatient",6493.499
"B182","Outpatient",192.42361
"B188","Inpatient",4374.3477
"B188","Outpatient",144.53235
"B189","Inpatient",1928.0648
"B189","Outpatient",195.89755
"B190","Inpatient",8160.8926
"B190","Outpatient",116.95676
"B1910","Inpatient",3695.0408
"B1910","Outpatient",169.26892
"B1911","Inpatient",8627.9063
"B1911","Outpatient",208.84624
"B1920","Inpatient",4417.1406
"B1920","Outpatient",192.3288
"B1921","Inpatient",12636.188
"B1921","Outpatient",223.32373
"B199","Inpatient",2909.2876
"B199","Outpatient",49.173191
"B20","Inpatient",16967.459
"B20","Outpatient",245.3683
"B250","Inpatient",26191.266
"B250","Outpatient",863.10443
"B251","Inpatient",8663.5918
"B251","Outpatient",253.03014
"B252","Inpatient",1790.0837
"B252","Outpatient",312.57822
"B258","Inpatient",16339.467
"B258","Outpatient",863.28693
"B259","Inpatient",9007.0977
"B259","Outpatient",806.98248
"B260","Inpatient",NA
"B260","Outpatient",240.60472
"B262","Inpatient",NA
"B262","Outpatient",127.95514
"B263","Inpatient",NA
"B263","Outpatient",512.15692
"B2681","Inpatient",NA
"B2681","Outpatient",110.72861
"B2684","Inpatient",NA
"B2684","Outpatient",165.73666
"B2689","Inpatient",8414.7793
"B2689","Outpatient",240.09592
"B269","Inpatient",6281.6899
"B269","Outpatient",230.87709
"B2700","Inpatient",9260.1836
"B2700","Outpatient",451.29181
"B2701","Inpatient",NA
"B2701","Outpatient",212.80376
"B2702","Inpatient",60274.707
"B2702","Outpatient",NA
"B2709","Inpatient",16677.193
"B2709","Outpatient",419.98114
"B2710","Inpatient",7976.2603
"B2710","Outpatient",189.36444
"B2719","Inpatient",2443.8201
"B2719","Outpatient",212.95572
"B2780","Inpatient",NA
"B2780","Outpatient",221.91008
"B2781","Inpatient",NA
"B2781","Outpatient",182.09657
"B2789","Inpatient",NA
"B2789","Outpatient",175.6925
"B2790","Inpatient",5691.1738
"B2790","Outpatient",297.72574
"B2791","Inpatient",NA
"B2791","Outpatient",267.595
"B2799","Inpatient",7113.644
"B2799","Outpatient",204.92018
"B300","Inpatient",NA
"B300","Outpatient",141.58626
"B301","Inpatient",3626.3616
"B301","Outpatient",118.71775
"B302","Inpatient",NA
"B302","Outpatient",124.52854
"B303","Inpatient",6758.0293
"B303","Outpatient",159.69284
"B308","Inpatient",7715.7129
"B308","Outpatient",118.31771
"B309","Inpatient",4515.7842
"B309","Outpatient",137.42979
"B330","Inpatient",6743.3916
"B330","Outpatient",268.12253
"B331","Inpatient",NA
"B331","Outpatient",78.022003
"B3320","Inpatient",NA
"B3320","Outpatient",458.68951
"B3321","Inpatient",3546.6289
"B3321","Outpatient",342.74814
"B3322","Inpatient",7958.6025
"B3322","Outpatient",227.05608
"B3323","Inpatient",7893.6187
"B3323","Outpatient",225.10138
"B3324","Inpatient",14324.986
"B3324","Outpatient",351.47351
"B333","Inpatient",NA
"B333","Outpatient",209.90964
"B334","Inpatient",8822.1846
"B334","Outpatient",430.99973
"B338","Inpatient",3956.5735
"B338","Outpatient",576.72095
"B340","Inpatient",6190.8408
"B340","Outpatient",412.41751
"B341","Inpatient",5667.6221
"B341","Outpatient",303.44974
"B342","Inpatient",5560.2383
"B342","Outpatient",611.26294
"B343","Inpatient",12683.25
"B343","Outpatient",1467.152
"B344","Inpatient",NA
"B344","Outpatient",130.63684
"B348","Inpatient",7138.1401
"B348","Outpatient",578.33179
"B349","Inpatient",7220.814
"B349","Outpatient",378.01093
"B350","Inpatient",3255.3015
"B350","Outpatient",129.82655
"B351","Inpatient",212.99609
"B351","Outpatient",82.899002
"B352","Inpatient",1282.545
"B352","Outpatient",123.45331
"B353","Inpatient",1537.527
"B353","Outpatient",128.35225
"B354","Inpatient",2711.9126
"B354","Outpatient",131.27278
"B355","Inpatient",5397.9126
"B355","Outpatient",160.47125
"B356","Inpatient",3840.7087
"B356","Outpatient",147.87802
"B358","Inpatient",8280.7627
"B358","Outpatient",146.50911
"B359","Inpatient",3331.5403
"B359","Outpatient",139.24483
"B360","Inpatient",2421.4055
"B360","Outpatient",133.52274
"B361","Inpatient",NA
"B361","Outpatient",109.40856
"B362","Inpatient",NA
"B362","Outpatient",229.89398
"B363","Inpatient",NA
"B363","Outpatient",106.58367
"B368","Inpatient",5922.4722
"B368","Outpatient",167.35548
"B369","Inpatient",3496.8303
"B369","Outpatient",146.39973
"B370","Inpatient",5283.3271
"B370","Outpatient",158.75778
"B371","Inpatient",10282.913
"B371","Outpatient",549.79944
"B372","Inpatient",3904.2949
"B372","Outpatient",142.82831
"B373","Inpatient",4894.8672
"B373","Outpatient",159.84416
"B3741","Inpatient",8401.3418
"B3741","Outpatient",394.56335
"B3742","Inpatient",7300.9893
"B3742","Outpatient",168.36952
"B3749","Inpatient",8731.2822
"B3749","Outpatient",283.57257
"B375","Inpatient",31602.342
"B375","Outpatient",552.98108
"B376","Inpatient",18115.607
"B376","Outpatient",974.1297
"B377","Inpatient",23161.742
"B377","Outpatient",1053.1597
"B3781","Inpatient",8377.2119
"B3781","Outpatient",562.17126
"B3782","Inpatient",5835.4209
"B3782","Outpatient",176.57025
"B3783","Inpatient",708.22498
"B3783","Outpatient",122.92511
"B3784","Inpatient",3326.9463
"B3784","Outpatient",132.20238
"B3789","Inpatient",7979.8213
"B3789","Outpatient",180.32784
"B379","Inpatient",3064.2712
"B379","Outpatient",154.90619
"B380","Inpatient",13964.398
"B380","Outpatient",191.0273
"B381","Inpatient",13542.716
"B381","Outpatient",220.28592
"B382","Inpatient",12474.783
"B382","Outpatient",200.36868
"B383","Inpatient",NA
"B383","Outpatient",167.41093
"B384","Inpatient",25038.346
"B384","Outpatient",476.08713
"B387","Inpatient",22661.17
"B387","Outpatient",323.89688
"B3881","Inpatient",NA
"B3881","Outpatient",132.28258
"B3889","Inpatient",17809.564
"B3889","Outpatient",231.05589
"B389","Inpatient",3483.0322
"B389","Outpatient",180.42198
"B390","Inpatient",7163.0259
"B390","Outpatient",159.9073
"B391","Inpatient",11504.25
"B391","Outpatient",138.07103
"B392","Inpatient",15222.606
"B392","Outpatient",258.7572
"B393","Inpatient",22151.061
"B393","Outpatient",350.914
"B394","Inpatient",2957.3145
"B394","Outpatient",221.15355
"B395","Inpatient",NA
"B395","Outpatient",116.24772
"B399","Inpatient",12362.154
"B399","Outpatient",238.46387
"B400","Inpatient",18740.658
"B400","Outpatient",307.12314
"B401","Inpatient",4432.1553
"B401","Outpatient",278.75436
"B402","Inpatient",17480.566
"B402","Outpatient",372.17169
"B403","Inpatient",NA
"B403","Outpatient",179.60912
"B407","Inpatient",21879.676
"B407","Outpatient",377.56061
"B4089","Inpatient",NA
"B4089","Outpatient",208.98642
"B409","Inpatient",4903.4414
"B409","Outpatient",268.16296
"B410","Inpatient",NA
"B410","Outpatient",94.44735
"B419","Inpatient",NA
"B419","Outpatient",137.48032
"B420","Inpatient",NA
"B420","Outpatient",78.640327
"B421","Inpatient",NA
"B421","Outpatient",190.65794
"B427","Inpatient",NA
"B427","Outpatient",230.22
"B4282","Inpatient",NA
"B4282","Outpatient",109.86938
"B4289","Inpatient",NA
"B4289","Outpatient",141.66208
"B429","Inpatient",6093.3936
"B429","Outpatient",161.1918
"B430","Inpatient",NA
"B430","Outpatient",180.46191
"B431","Inpatient",30289.34
"B431","Outpatient",125.09886
"B432","Inpatient",5812.9805
"B432","Outpatient",286.40515
"B438","Inpatient",NA
"B438","Outpatient",183.64751
"B439","Inpatient",NA
"B439","Outpatient",163.43839
"B440","Inpatient",19869.365
"B440","Outpatient",287.51468
"B441","Inpatient",21694.016
"B441","Outpatient",349.19547
"B442","Inpatient",NA
"B442","Outpatient",198.47
"B447","Inpatient",44860.895
"B447","Outpatient",1139.7146
"B4481","Inpatient",10025.219
"B4481","Outpatient",402.19208
"B4489","Inpatient",21212.113
"B4489","Outpatient",263.95169
"B449","Inpatient",11481.417
"B449","Outpatient",259.36966
"B450","Inpatient",17808.451
"B450","Outpatient",235.64131
"B451","Inpatient",32784.531
"B451","Outpatient",658.3786
"B452","Inpatient",28558.691
"B452","Outpatient",207.05725
"B457","Inpatient",30807.125
"B457","Outpatient",995.4007
"B458","Inpatient",10899.46
"B458","Outpatient",572.03955
"B459","Inpatient",1898.6556
"B459","Outpatient",319.58951
"B460","Inpatient",44969.223
"B460","Outpatient",744.93567
"B461","Inpatient",41101.168
"B461","Outpatient",625.9826
"B462","Inpatient",34445.84
"B462","Outpatient",192.4525
"B463","Inpatient",34726.656
"B463","Outpatient",289.71262
"B464","Inpatient",46326.52
"B464","Outpatient",2528.3101
"B465","Inpatient",30337.502
"B465","Outpatient",2241.009
"B469","Inpatient",9521.6797
"B469","Outpatient",619.70691
"B470","Inpatient",8049.647
"B470","Outpatient",322.52948
"B471","Inpatient",30928.248
"B471","Outpatient",255.27617
"B479","Inpatient",8828.5576
"B479","Outpatient",787.74988
"B481","Inpatient",NA
"B481","Outpatient",149.19321
"B482","Inpatient",NA
"B482","Outpatient",89.319519
"B483","Inpatient",NA
"B483","Outpatient",240.63
"B484","Inpatient",7895.9634
"B484","Outpatient",409.41492
"B488","Inpatient",17527.387
"B488","Outpatient",473.96698
"B49","Inpatient",5205.3315
"B49","Outpatient",281.24997
"B500","Inpatient",NA
"B500","Outpatient",217.09453
"B508","Inpatient",NA
"B508","Outpatient",183.7525
"B509","Inpatient",6719.6499
"B509","Outpatient",218.6917
"B510","Inpatient",NA
"B510","Outpatient",80.860977
"B518","Inpatient",NA
"B518","Outpatient",58.629677
"B519","Inpatient",NA
"B519","Outpatient",160.291
"B520","Inpatient",NA
"B520","Outpatient",239.65636
"B529","Inpatient",NA
"B529","Outpatient",106.90257
"B531","Inpatient",NA
"B531","Outpatient",79.856125
"B538","Inpatient",NA
"B538","Outpatient",94.61734
"B54","Inpatient",6177.811
"B54","Outpatient",202.40028
"B550","Inpatient",NA
"B550","Outpatient",224.11125
"B551","Inpatient",NA
"B551","Outpatient",560.60803
"B552","Inpatient",NA
"B552","Outpatient",150.84465
"B559","Inpatient",NA
"B559","Outpatient",583.81232
"B569","Inpatient",NA
"B569","Outpatient",69.792168
"B570","Inpatient",NA
"B570","Outpatient",131.4025
"B571","Inpatient",NA
"B571","Outpatient",119.10177
"B572","Inpatient",60825.047
"B572","Outpatient",223.047
"B575","Inpatient",NA
"B575","Outpatient",94.990623
"B5800","Inpatient",NA
"B5800","Outpatient",222.35909
"B5801","Inpatient",NA
"B5801","Outpatient",198.2363
"B5809","Inpatient",NA
"B5809","Outpatient",185.244
"B581","Inpatient",NA
"B581","Outpatient",109.41286
"B582","Inpatient",31680.072
"B582","Outpatient",333.17065
"B5881","Inpatient",NA
"B5881","Outpatient",51.894444
"B5883","Inpatient",NA
"B5883","Outpatient",755.49335
"B5889","Inpatient",37688.129
"B5889","Outpatient",200.50482
"B589","Inpatient",11695.061
"B589","Outpatient",219.77499
"B59","Inpatient",16832.82
"B59","Outpatient",218.44507
"B600","Inpatient",10502.979
"B600","Outpatient",251.51564
"B6010","Inpatient",NA
"B6010","Outpatient",189.85693
"B6011","Inpatient",NA
"B6011","Outpatient",185.35286
"B6012","Inpatient",NA
"B6012","Outpatient",131.96622
"B6013","Inpatient",NA
"B6013","Outpatient",520.98914
"B6019","Inpatient",NA
"B6019","Outpatient",447.09381
"B602","Inpatient",NA
"B602","Outpatient",139.85883
"B608","Inpatient",NA
"B608","Outpatient",673.79413
"B64","Inpatient",NA
"B64","Outpatient",246.76555
"B650","Inpatient",NA
"B650","Outpatient",162.05641
"B651","Inpatient",NA
"B651","Outpatient",88.028572
"B652","Inpatient",NA
"B652","Outpatient",452.7894
"B653","Inpatient",NA
"B653","Outpatient",140.99992
"B658","Inpatient",NA
"B658","Outpatient",133.4491
"B659","Inpatient",2470.3281
"B659","Outpatient",154.4799
"B661","Inpatient",NA
"B661","Outpatient",78.037651
"B663","Inpatient",NA
"B663","Outpatient",84.418991
"B664","Inpatient",NA
"B664","Outpatient",144.17404
"B665","Inpatient",NA
"B665","Outpatient",97.158333
"B668","Inpatient",NA
"B668","Outpatient",71.129257
"B669","Inpatient",NA
"B669","Outpatient",78.645134
"B670","Inpatient",NA
"B670","Outpatient",266.9028
"B671","Inpatient",NA
"B671","Outpatient",167.90698
"B672","Inpatient",NA
"B672","Outpatient",159.35349
"B674","Inpatient",NA
"B674","Outpatient",112.63273
"B675","Inpatient",NA
"B675","Outpatient",89.236
"B678","Inpatient",12349.954
"B678","Outpatient",318.38425
"B6790","Inpatient",NA
"B6790","Outpatient",250.84189
"B6799","Inpatient",NA
"B6799","Outpatient",508.11215
"B680","Inpatient",NA
"B680","Outpatient",162.35461
"B681","Inpatient",NA
"B681","Outpatient",83.491112
"B689","Inpatient",NA
"B689","Outpatient",113.65673
