"icd10","visit_type2","monthly_expenditure"
"Z13820","Outpatient",3.3445952
"Z1389","Inpatient",NA
"Z1389","Outpatient",-2.4550207
"Z139","Inpatient",NA
"Z139","Outpatient",-69.657219
"Z1501","Inpatient",NA
"Z1501","Outpatient",165.13997
"Z1509","Inpatient",NA
"Z1509","Outpatient",1598.0464
"Z1612","Inpatient",105.67551
"Z1612","Outpatient",NA
"Z1621","Inpatient",1966.2751
"Z1621","Outpatient",NA
"Z1624","Inpatient",417.06747
"Z1624","Outpatient",NA
"Z170","Inpatient",NA
"Z170","Outpatient",-149.5616
"Z171","Inpatient",NA
"Z171","Outpatient",100.51603
"Z21","Inpatient",1129.391
"Z21","Outpatient",190.94464
"Z22322","Inpatient",485.94046
"Z22322","Outpatient",NA
"Z23","Inpatient",995.36554
"Z23","Outpatient",38.138023
"Z2821","Inpatient",1125.7853
"Z2821","Outpatient",245.33653
"Z298","Inpatient",NA
"Z298","Outpatient",382.8363
"Z418","Inpatient",2075.7283
"Z418","Outpatient",1169.8135
"Z430","Inpatient",16053.506
"Z430","Outpatient",NA
"Z431","Inpatient",3349.7544
"Z431","Outpatient",348.78098
"Z433","Inpatient",2416.481
"Z433","Outpatient",NA
"Z45010","Inpatient",NA
"Z45010","Outpatient",1432.2184
"Z45018","Inpatient",NA
"Z45018","Outpatient",159.37979
"Z4502","Inpatient",NA
"Z4502","Outpatient",1767.7379
"Z4509","Inpatient",NA
"Z4509","Outpatient",139.48012
"Z452","Inpatient",NA
"Z452","Outpatient",1084.3077
"Z4542","Inpatient",NA
"Z4542","Outpatient",8437.6553
"Z4549","Inpatient",NA
"Z4549","Outpatient",4372.3394
"Z462","Inpatient",NA
"Z462","Outpatient",7474.2612
"Z466","Inpatient",NA
"Z466","Outpatient",645.31116
"Z471","Inpatient",2796.0383
"Z471","Outpatient",211.54016
"Z4781","Inpatient",3632.4717
"Z4781","Outpatient",NA
"Z4789","Inpatient",3582.1665
"Z4789","Outpatient",470.91608
"Z4801","Inpatient",131.09119
"Z4801","Outpatient",NA
"Z4822","Inpatient",NA
"Z4822","Outpatient",-23.818619
"Z48812","Inpatient",6575.4404
"Z48812","Outpatient",467.44083
"Z48815","Inpatient",869.59692
"Z48815","Outpatient",NA
"Z4889","Inpatient",3551.4893
"Z4889","Outpatient",626.3363
"Z4901","Inpatient",NA
"Z4901","Outpatient",691.42822
"Z4931","Inpatient",NA
"Z4931","Outpatient",411.57162
"Z4932","Inpatient",NA
"Z4932","Outpatient",329.85089
"Z510","Inpatient",NA
"Z510","Outpatient",4815.3896
"Z5111","Inpatient",8605.5332
"Z5111","Outpatient",4532.3247
"Z5112","Inpatient",NA
"Z5112","Outpatient",6198.0493
"Z515","Inpatient",-1600.3427
"Z515","Outpatient",-115.4332
"Z5181","Inpatient",1749.0599
"Z5181","Outpatient",-115.67194
"Z5189","Inpatient",1760.4192
"Z5189","Outpatient",450.78525
"Z5329","Inpatient",1161.9895
"Z5329","Outpatient",NA
"Z5331","Inpatient",5195.0654
"Z5331","Outpatient",NA
"Z590","Inpatient",3158.1902
"Z590","Outpatient",533.26788
"Z602","Inpatient",1020.2659
"Z602","Outpatient",NA
"Z66","Inpatient",-1146.396
"Z66","Outpatient",162.45369
"Z681","Inpatient",-521.8327
"Z681","Outpatient",-156.5251
"Z6820","Inpatient",-35.764893
"Z6820","Outpatient",NA
"Z6821","Inpatient",196.20488
"Z6821","Outpatient",NA
"Z6822","Inpatient",243.11217
"Z6822","Outpatient",NA
"Z6823","Inpatient",492.20462
"Z6823","Outpatient",NA
"Z6824","Inpatient",644.8457
"Z6824","Outpatient",NA
"Z6825","Inpatient",866.9599
"Z6825","Outpatient",-105.3807
"Z6826","Inpatient",1003.5276
"Z6826","Outpatient",-88.289551
"Z6827","Inpatient",1350.2908
"Z6827","Outpatient",-70.882561
"Z6828","Inpatient",1375.6388
"Z6828","Outpatient",-50.188595
"Z6829","Inpatient",1437.642
"Z6829","Outpatient",-27.017574
"Z6830","Inpatient",1815.368
"Z6830","Outpatient",107.93938
"Z6831","Inpatient",1930.2552
"Z6831","Outpatient",132.89911
"Z6832","Inpatient",1816.6029
"Z6832","Outpatient",147.05115
"Z6833","Inpatient",1803.9929
"Z6833","Outpatient",155.3051
"Z6834","Inpatient",1743.5625
"Z6834","Outpatient",167.09438
"Z6835","Inpatient",1904.3047
"Z6835","Outpatient",167.86856
"Z6836","Inpatient",1734.9603
"Z6836","Outpatient",157.91748
"Z6837","Inpatient",1812.3938
"Z6837","Outpatient",158.01236
"Z6838","Inpatient",1733.0953
"Z6838","Outpatient",166.08665
"Z6839","Inpatient",1593.6157
"Z6839","Outpatient",126.8371
"Z6841","Inpatient",1884.6096
"Z6841","Outpatient",122.7766
"Z6842","Inpatient",1755.1411
"Z6842","Outpatient",85.656281
"Z6843","Inpatient",1754.8856
"Z6843","Outpatient",-5.7722073
"Z6844","Inpatient",2164.0098
"Z6844","Outpatient",NA
"Z713","Inpatient",2896.9055
"Z713","Outpatient",-190.63504
"Z716","Inpatient",-349.35724
"Z716","Outpatient",-199.71243
"Z7189","Inpatient",NA
"Z7189","Outpatient",-58.170471
"Z720","Inpatient",1567.4021
"Z720","Outpatient",56.830853
"Z7289","Inpatient",694.10406
"Z7289","Outpatient",177.74767
"Z736","Inpatient",-56.316021
"Z736","Outpatient",83.733734
"Z7401","Inpatient",-524.93414
"Z7401","Outpatient",540.95105
"Z7409","Inpatient",2250.0544
"Z7409","Outpatient",59.068924
"Z741","Inpatient",-324.97885
"Z741","Outpatient",406.26181
"Z743","Inpatient",NA
"Z743","Outpatient",392.35989
"Z751","Inpatient",8077.9341
"Z751","Outpatient",NA
"Z7682","Inpatient",13548.056
"Z7682","Outpatient",445.00815
"Z7689","Inpatient",NA
"Z7689","Outpatient",509.1142
"Z7722","Inpatient",745.79541
"Z7722","Outpatient",92.376488
"Z780","Inpatient",NA
"Z780","Outpatient",-1.2615662
"Z781","Inpatient",5563.9907
"Z781","Outpatient",NA
"Z789","Inpatient",NA
"Z789","Outpatient",91.575706
"Z7901","Inpatient",305.38373
"Z7901","Outpatient",90.687035
"Z7902","Inpatient",-277.22119
"Z7902","Outpatient",382.19101
"Z791","Inpatient",315.96106
"Z791","Outpatient",83.656448
"Z792","Inpatient",806.4549
"Z792","Outpatient",208.92302
"Z794","Inpatient",209.90221
"Z794","Outpatient",73.53875
"Z7951","Inpatient",-225.01161
"Z7951","Outpatient",-165.27666
"Z7952","Inpatient",467.26962
"Z7952","Outpatient",-6.1942406
"Z79811","Inpatient",NA
"Z79811","Outpatient",-815.14587
"Z79818","Inpatient",NA
"Z79818","Outpatient",-691.71454
"Z7982","Inpatient",261.71512
"Z7982","Outpatient",402.94589
"Z7983","Inpatient",391.95352
"Z7983","Outpatient",-143.93633
"Z7984","Inpatient",400.65158
"Z7984","Outpatient",312.40723
"Z79890","Inpatient",28.784117
"Z79890","Outpatient",74.539474
"Z79891","Inpatient",-98.498634
"Z79891","Outpatient",57.898991
"Z79899","Inpatient",147.65407
"Z79899","Outpatient",182.67667
"Z800","Inpatient",582.87598
"Z800","Outpatient",79.779488
"Z801","Inpatient",253.41267
"Z801","Outpatient",-170.0218
"Z803","Inpatient",737.43396
"Z803","Outpatient",89.069786
"Z8041","Inpatient",NA
"Z8041","Outpatient",212.84523
"Z8042","Inpatient",860.72284
"Z8042","Outpatient",80.417816
"Z8049","Inpatient",NA
"Z8049","Outpatient",120.16798
"Z808","Inpatient",1096.735
"Z808","Outpatient",-66.909706
"Z809","Inpatient",199.9436
"Z809","Outpatient",-88.719231
"Z818","Inpatient",676.5885
"Z818","Outpatient",NA
"Z820","Inpatient",393.19858
"Z820","Outpatient",NA
"Z823","Inpatient",15.34387
"Z823","Outpatient",137.96147
"Z8249","Inpatient",209.77217
"Z8249","Outpatient",679.77655
"Z825","Inpatient",-10.903619
"Z825","Outpatient",NA
"Z8261","Inpatient",659.69055
"Z8261","Outpatient",68.298409
"Z833","Inpatient",57.699417
"Z833","Outpatient",-195.92088
"Z8501","Inpatient",NA
"Z8501","Outpatient",16.733183
"Z85038","Inpatient",273.37656
"Z85038","Outpatient",139.90942
"Z85048","Inpatient",575.56122
"Z85048","Outpatient",13.386953
"Z85118","Inpatient",52.059692
"Z85118","Outpatient",-152.55458
"Z8521","Inpatient",450.01126
"Z8521","Outpatient",33.496971
"Z853","Inpatient",597.26068
"Z853","Outpatient",156.01566
"Z8541","Inpatient",470.58664
"Z8541","Outpatient",132.00124
"Z8542","Inpatient",389.12555
"Z8542","Outpatient",78.733253
"Z8543","Inpatient",595.03729
"Z8543","Outpatient",137.84984
"Z8546","Inpatient",506.10971
"Z8546","Outpatient",242.4716
"Z8551","Inpatient",41.639133
"Z8551","Outpatient",170.4118
"Z85528","Inpatient",243.81096
"Z85528","Outpatient",44.662033
"Z856","Inpatient",NA
"Z856","Outpatient",325.60672
"Z8572","Inpatient",483.44949
"Z8572","Outpatient",54.938702
"Z85820","Inpatient",840.98859
"Z85820","Outpatient",126.84403
"Z85828","Inpatient",389.00961
"Z85828","Outpatient",68.358536
"Z85850","Inpatient",806.34021
"Z85850","Outpatient",120.78012
"Z8589","Inpatient",969.34198
"Z8589","Outpatient",101.59088
"Z859","Inpatient",NA
"Z859","Outpatient",90.856583
"Z86010","Inpatient",-473.47571
"Z86010","Outpatient",164.17624
"Z8611","Inpatient",1284.5083
"Z8611","Outpatient",NA
"Z8614","Inpatient",-609.14661
"Z8614","Outpatient",105.76019
"Z8619","Inpatient",263.22861
"Z8619","Outpatient",25.462339
"Z862","Inpatient",NA
"Z862","Outpatient",-104.05073
"Z8639","Inpatient",NA
"Z8639","Outpatient",-95.274986
"Z8669","Inpatient",232.42538
"Z8669","Outpatient",-11.423378
"Z86711","Inpatient",94.774155
"Z86711","Outpatient",110.25304
"Z86718","Inpatient",82.028183
"Z86718","Outpatient",103.85554
"Z8673","Inpatient",4.3707442
"Z8673","Outpatient",117.6003
"Z8674","Inpatient",1667.9565
"Z8674","Outpatient",757.84906
"Z8679","Inpatient",167.20352
"Z8679","Outpatient",-5.1792922
"Z8701","Inpatient",-270.32559
"Z8701","Outpatient",-83.615356
"Z8709","Inpatient",NA
"Z8709","Outpatient",-57.081425
"Z8711","Inpatient",-525.87756
"Z8711","Outpatient",122.62541
"Z8719","Inpatient",-571.2804
"Z8719","Outpatient",-42.007336
"Z8739","Inpatient",556.4563
"Z8739","Outpatient",-154.40144
"Z87440","Inpatient",-568.36462
"Z87440","Outpatient",12.520687
"Z87442","Inpatient",86.765045
"Z87442","Outpatient",202.80933
"Z8781","Inpatient",381.14728
"Z8781","Outpatient",-38.874199
"Z87820","Inpatient",1011.457
"Z87820","Outpatient",284.43884
"Z87891","Inpatient",1361.8301
"Z87891","Outpatient",456.16837
"Z87898","Inpatient",579.37415
"Z87898","Outpatient",-60.926636
"Z880","Inpatient",563.21936
"Z880","Outpatient",217.24644
"Z881","Inpatient",81.958298
"Z881","Outpatient",79.163223
"Z882","Inpatient",89.043152
"Z882","Outpatient",158.85394
"Z883","Inpatient",-4.6601124
"Z883","Outpatient",115.7254
"Z885","Inpatient",36.389774
"Z885","Outpatient",126.05764
"Z886","Inpatient",151.47763
"Z886","Outpatient",87.33963
"Z887","Inpatient",-252.91753
"Z887","Outpatient",-44.532932
"Z888","Inpatient",100.56756
"Z888","Outpatient",88.550697
"Z89411","Inpatient",319.96689
"Z89411","Outpatient",NA
"Z89421","Inpatient",476.56223
"Z89421","Outpatient",41.657909
"Z89422","Inpatient",426.50854
"Z89422","Outpatient",4.4947891
"Z89511","Inpatient",644.53217
"Z89511","Outpatient",1440.2644
"Z89512","Inpatient",753.22815
"Z89512","Outpatient",1349.1289
"Z89611","Inpatient",-18.835819
"Z89611","Outpatient",1516.6812
"Z89612","Inpatient",-10.186852
"Z89612","Outpatient",1395.3184
"Z9010","Inpatient",117.03294
"Z9010","Outpatient",102.86482
"Z9011","Inpatient",127.09882
"Z9011","Outpatient",-100.28487
"Z9012","Inpatient",-65.418007
"Z9012","Outpatient",-56.640408
"Z9013","Inpatient",433.90289
"Z9013","Outpatient",231.37604
"Z902","Inpatient",363.5979
"Z902","Outpatient",-623.46692
"Z9049","Inpatient",-292.65131
"Z9049","Outpatient",-73.739761
"Z905","Inpatient",506.18176
"Z905","Outpatient",-50.980671
"Z90710","Inpatient",61.901924
"Z90710","Outpatient",-14.621232
"Z90722","Inpatient",705.48218
"Z90722","Outpatient",-323.75146
"Z9079","Inpatient",544.4787
"Z9079","Outpatient",140.76154
"Z9081","Inpatient",521.98523
"Z9081","Outpatient",-29.453257
"Z9089","Inpatient",-491.63394
"Z9089","Outpatient",-42.881969
"Z91013","Inpatient",1045.6117
"Z91013","Outpatient",156.74513
"Z91018","Inpatient",1082.6758
"Z91018","Outpatient",67.248268
"Z91030","Inpatient",NA
"Z91030","Outpatient",89.684677
"Z91040","Inpatient",462.84933
"Z91040","Outpatient",157.24698
"Z91041","Inpatient",49.611855
"Z91041","Outpatient",78.754814
"Z91048","Inpatient",176.0533
"Z91048","Outpatient",136.54704
"Z9109","Inpatient",26.608393
"Z9109","Outpatient",-29.529968
"Z9111","Inpatient",-539.79547
"Z9111","Outpatient",NA
"Z91128","Inpatient",832.8551
"Z91128","Outpatient",NA
"Z9114","Inpatient",1349.0192
"Z9114","Outpatient",187.1143
"Z9115","Inpatient",-1741.397
"Z9115","Outpatient",-773.9118
"Z9119","Inpatient",119.73306
"Z9119","Outpatient",34.25967
"Z915","Inpatient",774.01306
"Z915","Outpatient",NA
"Z9181","Inpatient",718.29907
"Z9181","Outpatient",61.086792
"Z9189","Inpatient",NA
"Z9189","Outpatient",115.99142
"Z9221","Inpatient",865.44446
"Z9221","Outpatient",-39.955448
"Z923","Inpatient",979.31134
"Z923","Outpatient",-323.35715
"Z930","Inpatient",1010.4347
"Z930","Outpatient",566.84863
"Z931","Inpatient",-825.2384
"Z931","Outpatient",146.46577
"Z932","Inpatient",267.15057
"Z932","Outpatient",312.91599
"Z933","Inpatient",-473.16437
"Z933","Outpatient",240.60008
"Z936","Inpatient",233.8727
"Z936","Outpatient",275.97198
"Z940","Inpatient",2140.7385
"Z940","Outpatient",272.40387
"Z941","Inpatient",NA
"Z941","Outpatient",758.56067
"Z942","Inpatient",NA
"Z942","Outpatient",580.06018
"Z944","Inpatient",4902.9243
"Z944","Outpatient",108.03967
"Z9481","Inpatient",NA
"Z9481","Outpatient",519.67261
"Z9484","Inpatient",5653.7266
"Z9484","Outpatient",31.461214
"Z950","Inpatient",-147.26611
"Z950","Outpatient",93.504784
"Z951","Inpatient",-242.75038
"Z951","Outpatient",166.21936
"Z952","Inpatient",1081.5072
"Z952","Outpatient",-4.0206523
"Z953","Inpatient",576.9201
"Z953","Outpatient",91.714867
"Z954","Inpatient",NA
"Z954","Outpatient",8.0385761
"Z955","Inpatient",131.08218
"Z955","Outpatient",369.6886
"Z95810","Inpatient",-52.451035
"Z95810","Outpatient",55.201931
"Z95811","Inpatient",13013.005
"Z95811","Outpatient",252.86789
"Z95818","Inpatient",-342.77277
"Z95818","Outpatient",134.4088
"Z95820","Inpatient",647.45245
"Z95820","Outpatient",342.26724
"Z95828","Inpatient",909.51855
"Z95828","Outpatient",-40.380768
"Z960","Inpatient",-129.37187
"Z960","Outpatient",223.03481
"Z961","Inpatient",292.48349
"Z961","Outpatient",77.720749
"Z9641","Inpatient",327.48355
"Z9641","Outpatient",496.20984
"Z96611","Inpatient",1183.3076
"Z96611","Outpatient",70.220726
"Z96612","Inpatient",1050.3657
"Z96612","Outpatient",66.815392
"Z96641","Inpatient",1226.3248
"Z96641","Outpatient",71.58197
"Z96642","Inpatient",1301.2019
"Z96642","Outpatient",64.593948
"Z96643","Inpatient",1404.8964
"Z96643","Outpatient",149.77147
"Z96649","Inpatient",469.28198
"Z96649","Outpatient",99.910309
"Z96651","Inpatient",748.80933
"Z96651","Outpatient",232.19005
"Z96652","Inpatient",741.3949
"Z96652","Outpatient",241.94984
"Z96653","Inpatient",822.42206
"Z96653","Outpatient",146.90331
"Z96659","Inpatient",184.68326
"Z96659","Outpatient",99.783829
"Z9689","Inpatient",NA
"Z9689","Outpatient",651.80139
"Z980","Inpatient",NA
"Z980","Outpatient",62.292
"Z981","Inpatient",4599.9561
"Z981","Outpatient",386.40704
"Z982","Inpatient",1185.4846
"Z982","Outpatient",313.72012
"Z9841","Inpatient",291.71152
"Z9841","Outpatient",135.15909
"Z9842","Inpatient",-138.40271
"Z9842","Outpatient",144.66254
"Z9849","Inpatient",-337.64716
"Z9849","Outpatient",84.880974
"Z9851","Inpatient",84.501053
"Z9851","Outpatient",45.258747
"Z9861","Inpatient",816.74115
"Z9861","Outpatient",222.89072
"Z9884","Inpatient",645.99377
"Z9884","Outpatient",104.05455
"Z9889","Inpatient",3783.2212
"Z9889","Outpatient",249.7471
"Z98890","Inpatient",3051.1646
"Z98890","Outpatient",261.10812
"Z9911","Inpatient",13747.831
"Z9911","Outpatient",563.69891
"Z992","Inpatient",1262.2024
"Z992","Outpatient",416.64893
"Z993","Inpatient",196.2594
"Z993","Outpatient",7.3332734
"Z9981","Inpatient",-179.70389
"Z9981","Outpatient",20.757317
"Z9989","Inpatient",2.22856
"Z9989","Outpatient",40.883713
"_cons","Inpatient",1759.812
"_cons","Outpatient",95.321831
